-0.00011,1.72912,0.50358,0.35419,0.83943,0.28727,0.43569,1.51670,0.75798,0.93348,1.23154,0.66081,1.13633,0.88516,1.33053,0.05413,0.13409,0.32477,0.80455,0.77778,0.77778,1.09774,0.78817,1.29640,1.64483,0.77625,0.59877,9.56644,1.25843,8.40971,55.80357,89.00000,2.55126,14.00000,67.00000,23.05143,-9.36229,18.34629,11.52309,36.51371,12.87778,57.62857,99.19946,1.78333,4.00000,5.00000,5.00000,1.00000,34.00000,3.00000,13.00000,21.00000,2.00000,0.00000,1.00000,7.00000,58.00000,17.00000,39.00000,6.00000,2.00000,16.00000,16.00000,2.00000,9.00000,0.00000,0.00000,21.00000,14.00000,1.00000,0.00000,6.00000,11.00000,0.00000,3.00000,9.00000,1536.00000,112.00000,39.00000,73.00000,2.00000,11.15179,10.00000,6.00000,0.00000,18.00000,11.20000,89.00000,131.00000,400.00000
0.00382,1.72232,0.51394,0.38144,0.87077,0.32038,0.51636,1.61173,0.80047,1.01623,1.26954,0.65972,1.13821,0.86396,1.31450,0.06036,0.14145,0.36218,0.84868,0.66667,0.66667,1.10909,0.80047,1.28860,1.60980,0.78579,0.60980,13.33071,1.08333,8.80559,19.32134,84.00000,3.35451,13.00000,66.00000,22.13242,7.66451,15.92357,11.14136,43.59181,12.63246,55.33104,256.46128,1.33784,2.00000,13.00000,7.00000,0.00000,27.00000,5.00000,12.00000,14.00000,0.00000,0.00000,0.00000,11.00000,56.00000,14.00000,39.00000,4.00000,0.00000,20.00000,20.00000,3.00000,12.00000,0.00000,0.00000,20.00000,14.00000,0.00000,3.00000,4.00000,17.00000,0.00000,2.00000,11.00000,1424.00000,91.00000,20.00000,71.00000,2.00000,12.45055,8.00000,8.00000,0.00000,26.00000,11.37500,84.00000,142.00000,500.00000
-0.00009,1.72113,0.48698,0.37740,0.86793,0.33056,0.43453,1.31452,0.81310,0.93223,1.14652,0.70120,1.17155,0.91770,1.35477,0.05934,0.14057,0.35602,0.84339,0.44444,0.44444,1.12978,0.81310,1.27794,1.57169,0.78949,0.61779,11.60800,1.20183,9.52337,34.96300,109.00000,3.40745,15.00000,78.00000,22.99262,33.27262,12.12847,11.53056,32.13768,12.73525,57.48155,131.69980,1.80000,7.00000,2.00000,7.00000,2.00000,40.00000,3.00000,12.00000,14.00000,2.00000,0.00000,2.00000,10.00000,78.00000,34.00000,41.00000,7.00000,2.00000,18.00000,19.00000,0.00000,10.00000,4.00000,0.00000,20.00000,16.00000,1.00000,0.00000,7.00000,15.00000,0.00000,4.00000,14.00000,1678.00000,131.00000,20.00000,111.00000,2.00000,10.29008,12.00000,8.00000,1.00000,24.00000,10.91667,109.00000,152.00000,400.00000
0.00203,1.75009,0.50419,0.40408,0.89693,0.30080,0.45183,1.50209,0.77563,0.95061,1.22560,0.69120,1.16587,0.84664,1.30126,0.06324,0.14476,0.37947,0.86859,0.44444,0.44444,1.14914,0.92711,1.30126,1.40356,0.79530,0.61118,13.59359,1.12308,10.75888,20.64177,130.00000,5.37944,14.00000,83.00000,27.05845,-19.91361,20.07315,13.00017,34.94511,14.64024,67.64612,216.45545,3.28889,10.00000,8.00000,8.00000,1.00000,25.00000,3.00000,1.00000,38.00000,0.00000,0.00000,1.00000,6.00000,81.00000,21.00000,59.00000,8.00000,0.00000,28.00000,8.00000,2.00000,9.00000,1.00000,0.00000,11.00000,3.00000,5.00000,2.00000,8.00000,10.00000,0.00000,2.00000,5.00000,1882.00000,146.00000,64.00000,82.00000,2.00000,10.39726,12.00000,6.00000,0.00000,17.00000,12.16667,130.00000,120.00000,650.00000
0.00215,1.72925,0.48936,0.37532,0.86440,0.29100,0.44010,1.51237,0.76289,0.93819,1.22978,0.67824,1.15258,0.87145,1.32019,0.05900,0.13997,0.35397,0.83983,0.33333,0.33333,1.11821,0.78446,1.29259,1.64775,0.78653,0.60849,11.65249,1.21359,9.21260,35.84000,103.00000,3.21994,15.00000,69.00000,23.56000,10.24800,15.78640,11.58306,36.72560,13.58717,58.90000,122.82422,1.86957,13.00000,15.00000,8.00000,6.00000,45.00000,4.00000,10.00000,13.00000,3.00000,0.00000,8.00000,8.00000,72.00000,14.00000,48.00000,7.00000,0.00000,26.00000,7.00000,3.00000,20.00000,1.00000,0.00000,14.00000,9.00000,10.00000,6.00000,7.00000,12.00000,0.00000,3.00000,8.00000,1739.00000,125.00000,33.00000,92.00000,3.00000,11.02400,10.00000,7.00000,0.00000,32.00000,12.50000,103.00000,168.00000,350.00000
0.00316,1.73074,0.49243,0.36708,0.85551,0.31558,0.42765,1.35515,0.79445,0.92483,1.16411,0.65863,1.13637,0.86632,1.31630,0.05734,0.13811,0.34406,0.82865,0.44444,0.44444,1.11555,0.80056,1.28720,1.60787,0.78345,0.60864,10.98065,1.17333,7.99503,46.48760,75.00000,2.66501,14.00000,43.00000,24.76727,-5.03127,19.06327,11.50730,38.91900,15.72231,61.91818,127.63508,1.54167,1.00000,6.00000,3.00000,2.00000,27.00000,2.00000,7.00000,12.00000,0.00000,0.00000,2.00000,6.00000,49.00000,35.00000,23.00000,2.00000,0.00000,12.00000,16.00000,2.00000,7.00000,0.00000,0.00000,12.00000,6.00000,0.00000,0.00000,2.00000,6.00000,0.00000,4.00000,11.00000,1181.00000,88.00000,24.00000,64.00000,2.00000,11.09091,5.00000,5.00000,0.00000,35.00000,17.60000,75.00000,90.00000,400.00000
0.00545,1.74702,0.49753,0.41591,0.91002,0.32047,0.53503,1.66950,0.80059,1.03444,1.29209,0.74344,1.20747,0.94765,1.37670,0.06450,0.14644,0.38702,0.87867,0.22222,0.22222,1.20383,0.89136,1.36679,1.53337,0.80671,0.59022,14.25122,1.19355,7.20735,54.78451,62.00000,2.67370,14.00000,46.00000,23.14749,15.54625,14.61653,11.62909,41.40548,12.63246,57.86873,106.83946,1.54167,7.00000,6.00000,9.00000,3.00000,28.00000,3.00000,4.00000,13.00000,5.00000,0.00000,3.00000,6.00000,44.00000,21.00000,28.00000,2.00000,4.00000,8.00000,8.00000,8.00000,17.00000,3.00000,0.00000,15.00000,9.00000,1.00000,5.00000,2.00000,7.00000,0.00000,3.00000,10.00000,1124.00000,74.00000,15.00000,59.00000,5.00000,12.33784,7.00000,5.00000,1.00000,36.00000,10.57143,62.00000,115.00000,200.00000
0.00341,1.73193,0.51227,0.43848,0.93630,0.41353,0.47513,1.14897,0.90942,0.97481,1.07190,0.74344,1.20932,0.97132,1.39378,0.07172,0.15461,0.43032,0.92764,0.44444,0.44444,1.16804,0.90942,1.36758,1.50379,0.81282,0.59435,17.55240,1.21739,8.69318,43.04847,92.00000,2.45677,12.00000,46.00000,25.74571,-0.43886,19.40686,11.37370,40.70243,17.24109,64.36429,115.52604,2.10345,3.00000,4.00000,17.00000,0.00000,34.00000,4.00000,6.00000,13.00000,0.00000,0.00000,1.00000,8.00000,74.00000,19.00000,42.00000,6.00000,3.00000,13.00000,13.00000,5.00000,15.00000,0.00000,0.00000,19.00000,6.00000,0.00000,7.00000,6.00000,10.00000,0.00000,1.00000,6.00000,1516.00000,112.00000,35.00000,77.00000,5.00000,11.05357,5.00000,5.00000,0.00000,33.00000,22.40000,92.00000,140.00000,0.00000
-0.00014,1.75123,0.51766,0.41112,0.90540,0.34357,0.47883,1.39369,0.82894,0.97860,1.18055,0.71767,1.18751,0.90772,1.34738,0.06535,0.14739,0.39212,0.88436,0.55556,0.55556,1.16457,0.84893,1.32612,1.56210,0.79288,0.59790,13.02387,1.29231,7.09208,62.35828,65.00000,2.50951,13.00000,40.00000,28.87619,6.16000,18.16000,12.76108,42.68762,18.42543,72.19048,78.75422,1.43396,1.00000,0.00000,10.00000,1.00000,39.00000,3.00000,13.00000,13.00000,3.00000,0.00000,1.00000,6.00000,46.00000,10.00000,26.00000,4.00000,5.00000,6.00000,13.00000,5.00000,17.00000,2.00000,0.00000,20.00000,13.00000,1.00000,5.00000,4.00000,13.00000,0.00000,1.00000,8.00000,1210.00000,84.00000,20.00000,64.00000,3.00000,11.61905,4.00000,4.00000,0.00000,73.00000,21.00000,65.00000,134.00000,100.00000
0.00235,1.71832,0.49602,0.39876,0.88868,0.30445,0.51917,1.70530,0.78032,1.01899,1.30587,0.70274,1.17352,0.92414,1.35952,0.06092,0.14197,0.36554,0.85179,0.66667,0.66667,1.10388,0.78032,1.26660,1.62318,0.79822,0.63021,13.82179,1.09184,9.47402,22.70941,98.00000,4.06029,14.00000,60.00000,25.92737,-28.10275,21.91033,12.21589,42.74254,15.49320,64.81842,250.84945,1.55072,8.00000,3.00000,6.00000,1.00000,31.00000,0.00000,6.00000,19.00000,1.00000,0.00000,1.00000,4.00000,64.00000,12.00000,36.00000,7.00000,0.00000,20.00000,18.00000,4.00000,18.00000,3.00000,0.00000,11.00000,8.00000,1.00000,5.00000,7.00000,13.00000,0.00000,3.00000,10.00000,1600.00000,107.00000,39.00000,68.00000,2.00000,11.77570,7.00000,5.00000,0.00000,25.00000,15.28571,98.00000,131.00000,600.00000
0.00476,1.74493,0.50291,0.38231,0.87052,0.22655,0.47269,2.08642,0.67313,0.97230,1.44445,0.68023,1.15388,0.95430,1.38152,0.05896,0.13940,0.35378,0.83642,0.22222,0.22222,1.15973,0.87495,1.35836,1.55251,0.79144,0.58265,12.29708,1.21333,7.86214,57.96401,75.00000,1.99174,13.00000,53.00000,19.90374,-5.79367,17.39029,10.50797,32.27873,10.90422,49.75934,107.46645,4.00000,1.00000,6.00000,5.00000,0.00000,30.00000,1.00000,4.00000,15.00000,1.00000,0.00000,0.00000,3.00000,60.00000,16.00000,32.00000,0.00000,1.00000,16.00000,3.00000,2.00000,6.00000,1.00000,0.00000,8.00000,2.00000,2.00000,4.00000,0.00000,10.00000,0.00000,0.00000,3.00000,1158.00000,91.00000,30.00000,61.00000,2.00000,10.49451,10.00000,4.00000,3.00000,9.00000,9.10000,75.00000,89.00000,300.00000
0.00358,1.71931,0.50394,0.45336,0.95134,0.38964,0.50374,1.29283,0.88277,1.00373,1.13703,0.75584,1.22029,0.91244,1.35088,0.07172,0.15452,0.43034,0.92713,0.44444,0.44444,1.19257,0.91282,1.33927,1.46719,0.80586,0.60171,16.64394,1.13793,8.74383,28.56851,87.00000,3.61814,14.00000,65.00000,22.84413,16.62545,13.84053,11.82948,34.27602,11.00311,57.11033,165.70187,2.15556,3.00000,3.00000,7.00000,1.00000,30.00000,1.00000,7.00000,21.00000,0.00000,0.00000,1.00000,4.00000,58.00000,25.00000,37.00000,0.00000,2.00000,9.00000,11.00000,2.00000,9.00000,0.00000,0.00000,15.00000,7.00000,2.00000,2.00000,0.00000,9.00000,0.00000,2.00000,4.00000,1342.00000,99.00000,21.00000,78.00000,2.00000,10.98990,13.00000,3.00000,5.00000,7.00000,7.61538,87.00000,114.00000,550.00000
