1.09774,0.78817,1.29640,1.64483,0.77625,0.59877,9.56644,400.00000
1.10909,0.80047,1.28860,1.60980,0.78579,0.60980,13.33071,500.00000
1.12978,0.81310,1.27794,1.57169,0.78949,0.61779,11.60800,400.00000
1.14914,0.92711,1.30126,1.40356,0.79530,0.61118,13.59359,650.00000
1.11821,0.78446,1.29259,1.64775,0.78653,0.60849,11.65249,350.00000
1.11555,0.80056,1.28720,1.60787,0.78345,0.60864,10.98065,400.00000
1.20383,0.89136,1.36679,1.53337,0.80671,0.59022,14.25122,200.00000
1.16804,0.90942,1.36758,1.50379,0.81282,0.59435,17.55240,0.00000
1.16457,0.84893,1.32612,1.56210,0.79288,0.59790,13.02387,100.00000
1.10388,0.78032,1.26660,1.62318,0.79822,0.63021,13.82179,600.00000
1.15973,0.87495,1.35836,1.55251,0.79144,0.58265,12.29708,300.00000
1.19257,0.91282,1.33927,1.46719,0.80586,0.60171,16.64394,550.00000
1.26115,1.02868,1.36574,1.32766,0.82163,0.60160,20.27805,350.00000
1.05768,0.72690,1.21627,1.67322,0.76426,0.62837,8.84303,350.00000
1.13483,0.82731,1.30945,1.58279,0.78572,0.60003,11.77669,650.00000
1.04340,0.73522,1.32828,1.80666,0.76309,0.57450,9.43784,500.00000
1.14934,0.82499,1.37998,1.67271,0.79066,0.57295,11.78292,0.00000
0.99615,0.72322,1.15393,1.59555,0.74622,0.64668,8.56152,650.00000
1.14929,0.92998,1.31126,1.40998,0.79721,0.60797,14.69052,500.00000
1.15611,0.89013,1.33228,1.49673,0.79619,0.59761,13.56288,700.00000
1.24994,0.98364,1.38694,1.41002,0.81930,0.59072,18.06792,400.00000
1.18660,0.91405,1.31045,1.43367,0.79880,0.60956,15.85977,750.00000
1.17237,0.88190,1.34290,1.52273,0.79936,0.59525,13.81429,300.00000
1.13094,0.81303,1.32138,1.62526,0.80237,0.60722,15.28202,550.00000
1.08196,0.73003,1.24033,1.69901,0.77507,0.62489,11.93278,350.00000
1.18736,0.89956,1.35826,1.50991,0.81386,0.59919,15.61074,750.00000
1.21613,0.89644,1.36777,1.52577,0.79496,0.58121,12.03268,400.00000
1.22007,0.95840,1.36288,1.42204,0.82591,0.60601,19.80480,500.00000
1.12717,0.81996,1.27122,1.55036,0.77656,0.61087,10.94408,500.00000
1.19950,0.97259,1.31368,1.35070,0.80634,0.61380,18.01820,450.00000
1.12013,0.79504,1.28836,1.62050,0.78533,0.60956,9.99729,300.00000
1.10232,0.83306,1.26899,1.52328,0.78110,0.61553,10.93353,800.00000
1.22189,0.91396,1.37439,1.50378,0.79924,0.58152,10.95704,200.00000
1.14133,0.84602,1.28281,1.51629,0.80547,0.62790,13.41125,350.00000
1.07734,0.85133,1.19217,1.40036,0.76669,0.64310,9.92759,650.00000
1.20943,0.97172,1.35605,1.39552,0.80516,0.59376,15.61363,350.00000
1.01816,0.65561,1.21604,1.85482,0.74301,0.61101,6.72413,450.00000
1.08165,0.81734,1.22890,1.50355,0.76726,0.62434,10.11380,800.00000
1.25503,1.00439,1.39538,1.38928,0.82038,0.58793,17.10468,300.00000
1.06415,0.76707,1.20814,1.57500,0.76071,0.62966,9.28590,350.00000
1.13104,0.80009,1.30463,1.63061,0.78255,0.59982,11.98245,550.00000
1.04041,0.70346,1.18947,1.69089,0.74730,0.62826,7.16925,650.00000
1.15388,0.84556,1.30964,1.54884,0.78832,0.60194,13.86834,850.00000
1.11479,0.83431,1.24235,1.48909,0.78959,0.63556,12.84478,350.00000
1.10230,0.82110,1.25072,1.52323,0.76277,0.60987,9.05573,700.00000
1.10869,0.75193,1.37784,1.83241,0.79206,0.57486,13.70570,500.00000
1.14955,0.81987,1.32097,1.61119,0.77309,0.58524,11.02796,100.00000
1.05401,0.66694,1.28309,1.92384,0.75781,0.59061,7.93332,150.00000
1.09185,0.86794,1.22334,1.40948,0.75823,0.61980,9.16376,350.00000
1.19902,0.89200,1.35476,1.51879,0.81829,0.60401,18.55862,250.00000
1.20695,0.83124,1.37444,1.65348,0.80818,0.58801,14.65662,550.00000
1.16902,0.87074,1.33968,1.53855,0.80571,0.60142,16.32961,350.00000
1.22445,0.94600,1.36327,1.44110,0.81942,0.60107,17.87654,200.00000
1.19988,0.96564,1.32651,1.37371,0.79338,0.59810,13.82574,300.00000
1.22867,0.92187,1.35782,1.47291,0.80821,0.59523,16.91592,300.00000
1.12842,0.81649,1.31174,1.60656,0.79145,0.60336,14.13444,750.00000
1.21500,0.94499,1.34016,1.41817,0.80314,0.59929,14.25113,150.00000
1.13999,0.91742,1.32192,1.44092,0.78526,0.59403,12.62623,300.00000
1.25240,1.01044,1.36507,1.35096,0.81093,0.59406,16.56301,700.00000
1.15942,0.88592,1.29139,1.45768,0.79082,0.61238,12.64816,550.00000
1.09366,0.79143,1.25721,1.58853,0.75602,0.60134,8.76308,100.00000
1.18531,0.91270,1.35059,1.47977,0.81139,0.60077,16.25789,750.00000
1.21768,0.99866,1.33155,1.33334,0.81203,0.60984,18.09849,500.00000
1.02404,0.69980,1.28056,1.82990,0.74961,0.58538,7.36167,750.00000
1.18428,0.90092,1.33423,1.48096,0.80152,0.60074,15.15706,1000.00000
1.20004,0.86209,1.38023,1.60102,0.79757,0.57785,13.12891,250.00000
1.18378,0.91372,1.33817,1.46453,0.79844,0.59667,14.50166,200.00000
1.15707,0.82286,1.37253,1.66799,0.79947,0.58248,12.38841,350.00000
1.20318,0.89827,1.36169,1.51590,0.80333,0.58995,15.06562,800.00000
1.22055,0.89530,1.37422,1.53492,0.81887,0.59588,16.18891,750.00000
1.09685,0.79532,1.28358,1.61391,0.77802,0.60613,11.51192,400.00000
1.14310,0.84853,1.29494,1.52611,0.80177,0.61915,14.18917,300.00000
1.17399,0.94650,1.28252,1.35501,0.79867,0.62273,14.88249,300.00000
1.16984,0.93658,1.29736,1.38521,0.79513,0.61288,13.22183,500.00000
1.16393,0.87386,1.32490,1.51615,0.78610,0.59332,11.09215,750.00000
1.21161,0.91168,1.36103,1.49288,0.81251,0.59699,16.70357,700.00000
1.17001,0.88447,1.31497,1.48674,0.79756,0.60652,13.26518,100.00000
1.03397,0.77397,1.16307,1.50272,0.74098,0.63709,6.63256,600.00000
1.22738,0.93858,1.34274,1.43061,0.80767,0.60151,11.94609,500.00000
1.21170,0.90211,1.35908,1.50656,0.81954,0.60301,17.91616,450.00000
1.19239,0.94660,1.36252,1.43937,0.81106,0.59527,16.44693,550.00000
1.15342,0.84776,1.29676,1.52964,0.80602,0.62157,15.60593,550.00000
1.15061,0.85459,1.30528,1.52738,0.80057,0.61333,14.84120,600.00000
1.22290,0.98344,1.36467,1.38766,0.82041,0.60118,17.75795,200.00000
1.13254,0.86941,1.29360,1.48791,0.77644,0.60022,11.37160,150.00000
1.17888,0.91650,1.36793,1.49255,0.81348,0.59468,17.04000,200.00000
1.10362,0.70660,1.32363,1.87323,0.78816,0.59545,11.69598,800.00000
1.21405,0.97871,1.33455,1.36359,0.80400,0.60245,16.14461,550.00000
1.18530,0.84457,1.37404,1.62690,0.80360,0.58485,13.30031,400.00000
1.15028,0.83557,1.30372,1.56027,0.78644,0.60322,11.77570,200.00000
1.18820,0.91264,1.34585,1.47467,0.79951,0.59406,15.14022,400.00000
1.13470,0.83012,1.32637,1.59780,0.79527,0.59958,12.51498,300.00000
1.14553,0.80212,1.38599,1.72790,0.79296,0.57212,11.06180,100.00000
1.20256,0.97714,1.34438,1.37584,0.79414,0.59071,11.99613,250.00000
1.17441,0.91962,1.33728,1.45418,0.79797,0.59671,13.86746,400.00000
1.13768,0.85746,1.28638,1.50022,0.78673,0.61159,10.51343,450.00000
1.14122,0.87396,1.32128,1.51184,0.78294,0.59256,13.33520,750.00000
1.17849,0.86494,1.31949,1.52553,0.79453,0.60215,14.16790,450.00000
1.21438,0.96241,1.36890,1.42236,0.80830,0.59047,14.15950,200.00000
1.15408,0.86859,1.34733,1.55116,0.79335,0.58883,12.60826,200.00000
1.08417,0.80996,1.23111,1.51997,0.76480,0.62123,10.22713,100.00000
1.18061,0.91436,1.31026,1.43299,0.80824,0.61685,14.22797,200.00000
1.15715,0.84389,1.30732,1.54917,0.80055,0.61236,14.67115,750.00000
1.13184,0.76228,1.27419,1.67155,0.79432,0.62339,13.08795,450.00000
1.17187,0.89549,1.32778,1.48275,0.80842,0.60885,16.22073,700.00000
1.18627,0.95565,1.31459,1.37561,0.80645,0.61346,14.54584,50.00000
1.11760,0.83012,1.28465,1.54754,0.78512,0.61116,11.93960,900.00000
1.15786,0.88197,1.31350,1.48927,0.77959,0.59352,10.05306,400.00000
1.13394,0.80645,1.28926,1.59868,0.78181,0.60640,10.90845,300.00000
1.17625,0.87726,1.32663,1.51224,0.77713,0.58579,11.88566,500.00000
1.09382,0.84970,1.25922,1.48196,0.76734,0.60938,11.35206,250.00000
1.25142,0.96420,1.37928,1.43050,0.83598,0.60610,19.96176,0.00000
1.19093,0.94039,1.32206,1.40586,0.82329,0.62273,18.25818,100.00000
1.25711,1.01406,1.37998,1.36085,0.83560,0.60552,21.63580,300.00000
1.11207,0.82229,1.31786,1.60267,0.78864,0.59842,13.41835,800.00000
1.16881,0.86961,1.32651,1.52541,0.78375,0.59084,11.01773,600.00000
1.19598,0.93965,1.35911,1.44641,0.81336,0.59845,15.68115,400.00000
1.17069,0.89993,1.37556,1.52851,0.80686,0.58657,14.56251,0.00000
1.06687,0.81267,1.22023,1.50150,0.76349,0.62569,9.20871,350.00000
1.07826,0.75522,1.23667,1.63749,0.73851,0.59718,7.92296,400.00000
1.07243,0.80639,1.23521,1.53178,0.77672,0.62882,9.32013,500.00000
1.10165,0.73108,1.30432,1.78411,0.77896,0.59722,10.50490,350.00000
1.00862,0.74576,1.22318,1.64018,0.72340,0.59141,4.91480,450.00000
1.10244,0.74222,1.27355,1.71585,0.79446,0.62381,13.25804,250.00000
1.18372,0.91324,1.32034,1.44578,0.79993,0.60585,13.10703,350.00000
1.16061,0.91090,1.29386,1.42043,0.79078,0.61118,12.21094,350.00000
1.16878,0.89488,1.34532,1.50335,0.79049,0.58758,12.07322,300.00000
1.21147,0.93624,1.35554,1.44786,0.80720,0.59548,17.37497,950.00000
1.20301,0.83077,1.36469,1.64268,0.81010,0.59361,13.90833,300.00000
1.11654,0.83146,1.28331,1.54343,0.79121,0.61654,12.71772,250.00000
1.11313,0.79770,1.31116,1.64369,0.79139,0.60358,12.48268,850.00000
1.22482,0.96379,1.35878,1.40984,0.82112,0.60430,15.52380,250.00000
1.15905,0.86968,1.30748,1.50340,0.78763,0.60241,12.69856,250.00000
1.19588,0.94155,1.37475,1.46009,0.79800,0.58047,13.66688,550.00000
1.20627,0.97226,1.34528,1.38366,0.82265,0.61151,18.94639,300.00000
1.16255,0.94738,1.29441,1.36630,0.79654,0.61537,14.74758,900.00000
1.17230,0.94184,1.33670,1.41924,0.79335,0.59351,14.80312,400.00000
1.15243,0.88388,1.27345,1.44075,0.77296,0.60698,11.70837,450.00000
1.16893,0.88327,1.34475,1.52248,0.79357,0.59012,14.32047,400.00000
1.10177,0.80018,1.28431,1.60503,0.78725,0.61298,12.21772,500.00000
1.21602,0.91468,1.35447,1.48081,0.81432,0.60121,17.34779,400.00000
1.07432,0.82111,1.20319,1.46533,0.75573,0.62811,9.09363,550.00000
1.03273,0.79989,1.18024,1.47550,0.74087,0.62773,6.68730,700.00000
1.19973,0.88728,1.33049,1.49952,0.81092,0.60949,18.41299,550.00000
1.10270,0.82817,1.24907,1.50823,0.76854,0.61529,9.29065,400.00000
1.15347,0.91801,1.27677,1.39081,0.80621,0.63144,14.34871,450.00000
1.18162,0.86908,1.34802,1.55108,0.80269,0.59546,14.41965,700.00000
1.21145,0.92359,1.35178,1.46362,0.81651,0.60403,16.94236,650.00000
1.13318,0.82153,1.32932,1.61811,0.79124,0.59522,12.72514,550.00000
1.09662,0.86709,1.21934,1.40625,0.75889,0.62238,10.18987,600.00000
1.20091,0.93359,1.31103,1.40429,0.81740,0.62348,19.86101,600.00000
1.18476,0.87911,1.31975,1.50123,0.78687,0.59623,12.40050,500.00000
1.12630,0.85396,1.30969,1.53367,0.78588,0.60005,10.28358,500.00000
1.17816,0.86611,1.33971,1.54680,0.79147,0.59077,13.52586,750.00000
1.10723,0.80084,1.29983,1.62309,0.78917,0.60713,13.16755,500.00000
1.09063,0.83037,1.22568,1.47607,0.77610,0.63320,10.85989,650.00000
1.11760,0.84214,1.32369,1.57181,0.77277,0.58380,10.94725,850.00000
1.14597,0.91671,1.27293,1.38858,0.78816,0.61917,13.11642,900.00000
1.15412,0.90360,1.27898,1.41543,0.78021,0.61003,11.97667,450.00000
1.20912,0.89598,1.35337,1.51049,0.81507,0.60225,17.10165,300.00000
1.22738,1.00317,1.32809,1.32389,0.79874,0.60142,14.69047,500.00000
1.11001,0.78895,1.30543,1.65463,0.76209,0.58379,7.14423,300.00000
1.08129,0.81308,1.26953,1.56139,0.76471,0.60236,10.25144,600.00000
1.14578,0.74029,1.38168,1.86642,0.78913,0.57114,11.59588,700.00000
1.17155,0.80898,1.37139,1.69521,0.78222,0.57038,10.82969,300.00000
1.20826,0.97851,1.34299,1.37248,0.82172,0.61186,18.83564,350.00000
1.18493,0.94684,1.30729,1.38069,0.79365,0.60710,12.48631,250.00000
1.18756,0.90158,1.36932,1.51881,0.79626,0.58150,13.28888,200.00000
1.14309,0.83558,1.28441,1.53714,0.76235,0.59354,9.29675,400.00000
1.19954,0.94181,1.34992,1.43333,0.81458,0.60343,17.69806,600.00000
1.13525,0.81466,1.34746,1.65400,0.79074,0.58684,13.95982,750.00000
1.23479,0.94785,1.34835,1.42254,0.79902,0.59259,13.85404,700.00000
1.15064,0.89032,1.32242,1.48534,0.79826,0.60363,14.58985,250.00000
0.98850,0.69290,1.16813,1.68585,0.72946,0.62447,5.90116,350.00000
1.13854,0.82146,1.36030,1.65597,0.78844,0.57960,11.83702,400.00000
1.19778,0.88951,1.32471,1.48925,0.80270,0.60595,14.74525,250.00000
1.14263,0.90825,1.30201,1.43353,0.79151,0.60791,13.59756,400.00000
1.19192,0.92920,1.35481,1.45804,0.80864,0.59686,16.30624,250.00000
1.12646,0.87598,1.27979,1.46097,0.78304,0.61185,11.92905,900.00000
1.12488,0.82179,1.27780,1.55489,0.77779,0.60869,10.97212,450.00000
1.18049,0.93763,1.32313,1.41114,0.79957,0.60430,15.18698,300.00000
1.23789,0.92829,1.39158,1.49907,0.81808,0.58788,15.26675,300.00000
1.16193,0.88607,1.30147,1.46881,0.80166,0.61596,12.62871,550.00000
1.17871,0.90421,1.31456,1.45381,0.78535,0.59742,14.50677,0.00000
1.14495,0.85784,1.31318,1.53079,0.78952,0.60123,12.91392,350.00000
1.20544,0.88883,1.34343,1.51145,0.79774,0.59381,11.84474,400.00000
1.09428,0.79570,1.36454,1.71489,0.77855,0.57056,9.71027,250.00000
1.13257,0.81241,1.24434,1.53166,0.77073,0.61939,10.41676,650.00000
1.20599,0.89543,1.37095,1.53106,0.79833,0.58232,14.45746,450.00000
1.18426,0.90393,1.34392,1.48676,0.80797,0.60120,15.11401,550.00000
1.21814,0.95524,1.35449,1.41795,0.81777,0.60375,14.77644,100.00000
1.11785,0.85096,1.27418,1.49733,0.79931,0.62732,15.35923,350.00000
1.21304,0.88848,1.36103,1.53187,0.81457,0.59850,16.35948,400.00000
1.13684,0.80366,1.31971,1.64211,0.80759,0.61195,15.86916,400.00000
1.20080,0.94852,1.31602,1.38745,0.79728,0.60582,13.95226,550.00000
1.17915,0.85084,1.37158,1.61202,0.81242,0.59233,16.81353,700.00000
1.23416,0.94664,1.37616,1.45373,0.82186,0.59722,15.81348,450.00000
1.13163,0.77670,1.35691,1.74702,0.79176,0.58350,12.43951,400.00000
1.17499,0.93491,1.35013,1.44413,0.78932,0.58463,12.91731,700.00000
1.22030,0.87724,1.35997,1.55028,0.80697,0.59337,13.93181,350.00000
1.22473,0.99307,1.37760,1.38721,0.82034,0.59549,16.00323,400.00000
1.07692,0.73559,1.28651,1.74896,0.76770,0.59673,8.77038,500.00000
1.15227,0.83827,1.29481,1.54461,0.78525,0.60646,12.23632,550.00000
1.16572,0.86972,1.31738,1.51473,0.78769,0.59792,14.13135,550.00000
1.10182,0.79599,1.28595,1.61553,0.77006,0.59882,9.34902,300.00000
1.11630,0.81742,1.28552,1.57266,0.79318,0.61702,11.94688,600.00000
1.22201,0.97871,1.32911,1.35803,0.82470,0.62049,18.17758,600.00000
1.17848,0.96107,1.32555,1.37925,0.80201,0.60504,15.39082,800.00000
1.19749,0.94599,1.32864,1.40450,0.81359,0.61235,16.99774,500.00000
1.20834,0.95073,1.34708,1.41689,0.82184,0.61009,17.12648,150.00000
1.19211,0.89792,1.34982,1.50327,0.80739,0.59814,15.67646,300.00000
1.17306,0.92452,1.32327,1.43129,0.79642,0.60186,13.77926,500.00000
1.24082,0.96060,1.36822,1.42435,0.82777,0.60500,19.85379,350.00000
1.04896,0.74747,1.24685,1.66810,0.77267,0.61970,10.76417,800.00000
1.19418,0.96120,1.33141,1.38516,0.80035,0.60113,15.04313,200.00000
1.06855,0.74703,1.23479,1.65294,0.74162,0.60060,7.25635,850.00000
1.09002,0.75306,1.26038,1.67367,0.75142,0.59619,7.96791,500.00000
1.15543,0.88024,1.29684,1.47328,0.79057,0.60961,13.47925,400.00000
1.20727,0.97343,1.33225,1.36861,0.80549,0.60461,17.48239,550.00000
1.19676,0.91214,1.33922,1.46822,0.80044,0.59769,14.19946,350.00000
1.20251,0.93397,1.32356,1.41713,0.82187,0.62095,18.25940,500.00000
1.09832,0.85231,1.21115,1.42102,0.78100,0.64484,12.73689,900.00000
1.12187,0.86301,1.27436,1.47664,0.76923,0.60362,10.44369,700.00000
1.09653,0.86539,1.21030,1.39856,0.75058,0.62016,7.19224,400.00000
1.11480,0.89668,1.23547,1.37783,0.78188,0.63286,12.50815,450.00000
1.21951,0.93659,1.36673,1.45926,0.82139,0.60099,17.53826,500.00000
1.04868,0.78258,1.23911,1.58337,0.75776,0.61153,8.15766,650.00000
1.21325,0.93486,1.33641,1.42953,0.81607,0.61064,16.97703,350.00000
1.14003,0.80636,1.32594,1.64435,0.78276,0.59034,11.60003,750.00000
1.24764,1.00658,1.39348,1.38437,0.82879,0.59476,17.77400,150.00000
1.18059,0.91346,1.32697,1.45269,0.80129,0.60385,15.53557,450.00000
1.13952,0.90408,1.26058,1.39433,0.79289,0.62899,13.42653,0.00000
1.21375,0.87659,1.35127,1.54150,0.80836,0.59823,14.72676,200.00000
