0.49939,0.99631,0.36077,0.61919,1.71631,0.84943,1.11283,1.31008,0.57087,1.27001,0.97022,1.41421,0.08025,0.16801,0.45395,0.95042,0.50000,0.50000,688.00000
0.24056,0.69041,0.17180,0.29680,1.72763,0.58617,0.77046,1.31439,0.53585,1.01660,0.75981,1.23273,0.03615,0.10922,0.21690,0.65529,0.44444,0.44444,812.00000
0.55964,1.05551,0.40508,0.62869,1.55201,0.90009,1.12133,1.24580,0.68847,1.28178,0.96082,1.41421,0.09290,0.18070,0.52553,1.02221,0.50000,0.50000,500.00000
0.46318,0.96001,0.33165,0.56202,1.69462,0.81443,1.06021,1.30177,0.74757,1.21378,0.96433,1.38876,0.07108,0.15358,0.42647,0.92147,0.44444,0.44444,688.00000
0.43936,0.93606,0.38382,0.54232,1.41296,0.87615,1.04146,1.18868,0.75337,1.21541,0.97730,1.39807,0.07279,0.16035,0.41177,0.90710,0.75000,0.75000,688.00000
0.38483,0.87583,0.29145,0.44866,1.53938,0.76348,0.94727,1.24072,0.69776,1.16898,0.92105,1.35724,0.05996,0.14115,0.35977,0.84690,0.22222,0.22222,875.00000
0.47748,0.97035,0.29659,0.64587,2.17768,0.77018,1.13655,1.47570,0.70656,1.26680,0.98099,1.41421,0.07093,0.15268,0.42558,0.91607,0.44444,0.44444,688.00000
0.54886,1.04565,0.42862,0.60756,1.41748,0.92587,1.10232,1.19058,0.46039,1.29725,0.96105,1.41421,0.09342,0.18132,0.52845,1.02571,0.37500,0.37500,188.00000
0.40479,0.88902,0.19441,0.54246,2.79023,0.62356,1.04159,1.67040,0.69120,1.16100,0.88328,1.32912,0.06526,0.14965,0.36919,0.84657,0.37500,0.37500,375.00000
0.37147,0.85912,0.27697,0.45087,1.62787,0.74427,0.94960,1.27588,0.71681,1.18291,0.96557,1.38966,0.05651,0.13685,0.33908,0.82111,0.77778,0.77778,562.00000
0.43156,0.92519,0.28426,0.51387,1.80776,0.75400,1.01377,1.34453,0.73558,1.20137,0.96785,1.39129,0.06592,0.14757,0.39552,0.88545,0.55556,0.55556,562.00000
0.57171,1.06856,0.52357,0.66316,1.26662,1.02330,1.15166,1.12544,0.73618,1.29187,0.97264,1.41421,0.09711,0.18525,0.54936,1.04795,0.50000,0.50000,312.00000
0.43380,0.91584,0.22349,0.79801,3.57073,0.66856,1.26333,1.88964,0.42983,1.10882,0.82922,1.41421,0.06163,0.14639,0.34864,0.82812,0.50000,0.50000,62.00000
0.42569,0.91772,0.30573,0.59226,1.93722,0.78196,1.08836,1.39184,0.75758,1.21829,0.96025,1.38582,0.06343,0.14479,0.38060,0.86873,0.44444,0.44444,500.00000
